title,description,price,category,subcategory,image_url,url
Lolli Jolli Lollipop Party Mix Assorted-13g,13g,Rs. 20.00,Chips And Snacks,Candies Lollipop,https://em-cdn.eatmubarak.pk/55545/gallery/796554378954.jpg,
Hilal Choran Chatni Gold Candies-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/769503784403.jpg,
JoJo Crazy Bottle Pop Blueberry-24g,24g,Rs. 199.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9200508007384.jpg,
Hoest Drops Xtra Xool Candies-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/dish_image/1735563942.jpg,
JoJo Mega Party Mix Bag,,Rs. 450.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9200503006283.jpg,
Maxim's Peanut Butter Fudge Toffee Pouch-200g,200g,Rs. 285.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/501047864599.jpg,
Move Milkano Milk & Butter Rich Candy Pouch-200g,200g,Rs. 285.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8640001112399.jpg,
Mayfair Eclairs Caramel Candy Pouch-540g,540g,Rs. 465.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003377281.jpg,
Candyland Cola Gold Candy Pouch-25 Pcs,25 Pcs,Rs. 125.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103501912.jpg,
Candyland Butter Scotch Candy-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103501264.jpg,
Candyland Sparks Mini Crunchy Candies-5g,5g,Rs. 10.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103501196.jpg,
Maxim's Milk & Butter Toffee-200g,200g,Rs. 285.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/10118641.jpg,
JoJo Zoolu Pets Egg-15g,15g,Rs. 199.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964000979884.jpg,
Bixy Candy Shop Rolly Polly Lollipop-80g,80g,Rs. 199.00,Chips And Snacks,Candies Lollipop,https://em-cdn.eatmubarak.pk/55545/gallery/6552266622525.jpg,
Kidly Frozen Super Surprise Egg,,Rs. 220.00,Chips And Snacks,Candies Lollipop,https://em-cdn.eatmubarak.pk/55545/gallery/015415150111104.jpg,
Mayfair Fruit Gala Orange Jumbo Candies-100 Pcs,100 Pcs,Rs. 200.00,Chips And Snacks,Candies Lollipop,https://em-cdn.eatmubarak.pk/55545/gallery/8964003378059.jpg,
Mayfair Fruit Gala Lychee Jumbo Candies-100 Pcs,100 Pcs,Rs. 200.00,Chips And Snacks,Candies Lollipop,https://em-cdn.eatmubarak.pk/55545/gallery/8964003378066.jpg,
JoJo Sourshot Blue Raspberry Candy,,Rs. 150.00,Chips And Snacks,Candies Lollipop,https://em-cdn.eatmubarak.pk/55545/gallery/9200508007759.jpg,
JoJo Crazy Flush Candy Plunger,,Rs. 199.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Candyland Punch Center Filled Mango Candy-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fajar Chewits Apple Chew Bar Toffee-15g,15g,Rs. 25.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mayfair Fruit Gala Jumbo Bluberry-100 Pcs,100 Pcs,Rs. 200.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Eclairs Chocolate Candy Pouch-190g,190g,Rs. 365.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fajar Chewits Kacha Aam Chew Bar Toffee-15g,15g,Rs. 25.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fajar Chewits Imli Chew Bar Toffee-15g,15g,Rs. 25.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kinder Joy With Surprise For Boys-20g,20g,Rs. 399.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hilal Khopra Candy Box-70 Pcs,70 Pcs,Rs. 175.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Dewdrop Eclairs Milky Toffee Pouch-137+ Pcs,137+ Pcs,Rs. 699.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mayfair Fruit Gala Jumbo Mango-100 Pcs,100 Pcs,Rs. 200.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hilal Super Sour Center Filled Candy Box-70 Pcs,70 Pcs,Rs. 140.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lolli Jolli Mix Flavour Lollipop-1's,1's,Rs. 30.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
JoJo Princess Tina Candy Pack Heart Shape,,Rs. 150.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mayfair Chaska Xtreme Amrood Box-100 Pcs,100 Pcs,Rs. 200.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003378585.jpg,
Mayfair Milko Toffee Pouch-90 Pcs,90 Pcs,Rs. 450.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964003378769.jpg,
Candyland Monster Chew-31.9g,31.9g,Rs. 50.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103502650.jpg,
Giggly Badam Classic Almond Candy-30 Pcs,30 Pcs,Rs. 150.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103065339.jpg,
Giggly Bloon Chocolate Caramel Toffee-20 Pcs,20 Pcs,Rs. 199.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103064660.jpg,
Giggly Eclairs Plus Chocolate Toffee Box-270g,270g,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103064462.jpg,
Giggly Milkees Creamy Toffee-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103064516.jpg,
JoJo Sour Bombs Fruity Candy Eggs-38g,38g,Rs. 300.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9200508009111.jpg,
Mayfair Frooto Amrood Flavoured Candy Box-280g,280g,Rs. 200.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964004397066.jpg,
Giggly Butter Fudge Milk Toffee Box 50 Pcs-275g,275g,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103064486.jpg,
Giggly Big Funtoo Orange Candy Box 30 Pcs-156g,156g,Rs. 150.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103068569.jpg,
Giggly Big Bitz Chocolate Filled Candy Box-156g,156g,Rs. 150.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103068286.jpg,
Candyland Flip Black Currant XL Candy-125g,125g,Rs. 125.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103501882.jpg,
Deemah Milk Toffee Pouch-250g,250g,Rs. 360.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/776992470144.jpg,
Candyland Fanty Gold Candy-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103500656.jpg,
Candyland Punch Mango Candy Pouch-25 Pcs,25 Pcs,Rs. 125.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103501899.jpg,
Fuzzy Friends Candy Balls Puppy Carrier,,Rs. 375.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9200507023071.jpg,
Deemah Mini Cutee Fruit Candy Pouch-225g,225g,Rs. 275.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/776992970033.jpg,
JoJo Party Mix Candy Bag,,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://hypr-images.s3.amazonaws.com/images/rs/lahore/product/9243178650085-1684410501944.jpg,
Hilal Aamrus Candy-70 Pcs,70 Pcs,Rs. 175.00,Chips And Snacks,Candies Lollipop,https://hypr-images.s3.amazonaws.com/images/rs/lahore/product/8961100286294-1684411057952.jpg,
Candyland Yums Sour Candy-24g,24g,Rs. 20.00,Chips And Snacks,Candies Lollipop,https://hypr-images.s3.amazonaws.com/images/rs/lahore/product/8961102504228-1684411263810.jpg,
Hilal Pan Pasand Candy Box-70 Pcs,70 Pcs,Rs. 175.00,Chips And Snacks,Candies Lollipop,https://hypr-images.s3.amazonaws.com/images/rs/wapda-town-lahore/product/769503781341-1684931256171.jpg,
Bixy Eclair Strawberry Candy Pouch-190g,190g,Rs. 399.00,Chips And Snacks,Candies Lollipop,https://hypr-images.s3.amazonaws.com/images/rs/wapda-town-lahore/product/9232194630041-1684931297169.jpg,
Bixy Caramel Fudge Candy Pouch-90g,90g,Rs. 240.00,Chips And Snacks,Candies Lollipop,https://hypr-images.s3.amazonaws.com/images/rs/wapda-town-lahore/product/9233222160134-1684931299562.jpg,
Bixy Coffee Fudge Candy Pouch-190g,190g,Rs. 399.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Coffee Fudge Candy Pouch-90g,90g,Rs. 240.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Eclair Milk Candy Pouch-190g,190g,Rs. 399.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Eclair Strawberry Candy Pouch-90g,90g,Rs. 235.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Eclair Milk Candy Pouch-90g,90g,Rs. 250.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Caramel Fudge Candy Pouch-190g,190g,Rs. 399.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Elaichi Fudge Candy Pouch-90g,90g,Rs. 240.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Eclair Chocolate Candy Pouch-90g,90g,Rs. 225.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Bixy Elaichi Fudge Candy Pouch-190g,190g,Rs. 365.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hilal Choran Chatni Classic Candy Box-70 Pcs,70 Pcs,Rs. 175.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kraving Chocolate Eclairs Candy Pouch-100g,100g,Rs. 370.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
JoJo Busters Tangy Candy Assorted Flavors-50g,50g,Rs. 199.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eazu Surprise Egg With Toys Girls-18g,18g,Rs. 215.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eazu Surprise Egg With Toys Boys-18g,18g,Rs. 215.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kopiko Coffee Candy-140g,140g,Rs. 375.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kopiko Cappuccino Candy-140g,140g,Rs. 375.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Candyland Yums Fruity Candy-10g,10g,Rs. 10.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Candyland Yums Sour Candy-10g,10g,Rs. 10.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
JoJo Double Punch Blueberry Watermelon Candy,,Rs. 150.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Eazu Eclairs Milk Pouch-150g,150g,Rs. 355.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kidly Ben 10 Super Surprise Egg,,Rs. 220.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kidly Hello Kitty Super Surprise Egg,,Rs. 220.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Kidly Ultimate Spider Man Super Surprise Egg,,Rs. 220.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hilal Aamrus Gold Candies-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Hilal Khopra Gold Candies-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Maxim's Peanut Butter Fudge Toffee Pouch-800g,800g,Rs. 850.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Maxim's Creamy Chocolate Fudge Toffee Pouch-500g,500g,Rs. 585.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mitchells Milk Toffees-250g,250g,Rs. 250.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fruit Tella Black Currant Fruit Chews-32.4g,32.4g,Rs. 180.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Alpenliebe Rich & Creamy Milk Chews-32.4g,32.4g,Rs. 180.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Cadbury Eclairs Gold Toffee Pouch-198g,198g,Rs. 225.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Candy Shop Sweet Heart Lollipop-70g,70g,Rs. 250.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Deemah Caramel Toffee Pouch-250g,250g,Rs. 360.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Deemah Milk Toffee Pouch-250g,250g,Rs. 360.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Deemah Mini Cutee Fruit Candy Pouch-100g,100g,Rs. 130.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Doriva Fruit Chews Fruit Mix,,Rs. 199.00,Chips And Snacks,Candies Lollipop,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Doriva Soft Mint Chews,,Rs. 199.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/705632086025.jpg,
Hylite Polo Mint Candy With The Hole-17g,17g,Rs. 60.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/5859267539991.jpg,
JoJo Sour Bombs Candy Pack Heart Shape,,Rs. 150.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9200508008442.jpg,
Cadbury Eclairs Candy Pouch-50 Pcs,50 Pcs,Rs. 150.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/7622202333972.jpg,
Candyland Cola Gold Candy-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961103500663.jpg,
Candyland Eclairs Double Chocolate Box-300g,300g,Rs. 250.00,Chips And Snacks,Candies Lollipop,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964002488896.jpg,
Hilal Fresh Up Xtra Strawberry Bubble Gum 50 Pcs-190g,190g,Rs. 250.00,Chips And Snacks,Bubble Gum Mints,https://em-cdn.eatmubarak.pk/55545/gallery/769503783505.jpg,
Mentos Full Fresh Winter Green-31.5,31.5,Rs. 585.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8935001723578.jpg,
Mentos Pure Fresh Strawberry Chewing Gum Sugarfree-10 Pcs,10 Pcs,Rs. 450.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8935001726289.jpg,
Fusion Xtreme Jam Bubble Gum Mango-4 Pcs,4 Pcs,Rs. 60.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9238500032202.jpg,
Fusion Xtreme Jam Bubble Gum Mint-4 Pcs,4 Pcs,Rs. 60.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9238500032226.jpg,
Fusion Xtreme Jam Bubble Gum Orange-4 Pcs,4 Pcs,Rs. 60.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9238500032196.jpg,
Fusion Xtreme Jam Bubble Gum Pineapple-4 Pcs,4 Pcs,Rs. 60.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9238500032219.jpg,
Fusion Xtreme Jam Bubble Gum Strawberry-4 Pcs,4 Pcs,Rs. 60.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/9238500032189.jpg,
Hilal Ding Dong Splash Mango-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/769503781877.jpg,
Hilal Fresh Up Strawberry Bubble Gum Box-36 Pcs,36 Pcs,Rs. 108.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8961100285310.jpg,
Giggly Boom Boom Bubble Gum 50 Pcs-297g,297g,Rs. 250.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8964002797240.jpg,
Batook Chewing Gum Special Mint 5 Sticks,,Rs. 40.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/796648100157.jpg,
Mentos Full Fresh Strawberry Chewing Gum-18 Pcs,18 Pcs,Rs. 585.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8935001724599.jpg,
Exat Real Sensations Cardamom Chewing Gum,,Rs. 370.00,Chips And Snacks,Bubble Gum Mints,https://em-cdn.eatmubarak.pk/55545/gallery/8964003748289.jpg,
JoJo Sour Gum Cord Bubble Gum-15g,15g,Rs. 40.00,Chips And Snacks,Bubble Gum Mints,https://em-cdn.eatmubarak.pk/55545/gallery/9243178601162.jpg,
Mentos Pure Bubble Fresh Chewing Gum Sugarfree-10 Pcs,10 Pcs,Rs. 450.00,Chips And Snacks,Bubble Gum Mints,https://g-cdn.blinkco.io/ordering-system/55545/gallery/8935001726326.jpg,
Hilal Ding Dong Jumbo Bubble Gum Box-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Bubble Gum Mints,https://em-cdn.eatmubarak.pk/55545/gallery/769503783260.jpg,
Hilal Fresh Up Xtra Spearmint-50 Pcs,50 Pcs,Rs. 250.00,Chips And Snacks,Bubble Gum Mints,https://em-cdn.eatmubarak.pk/55545/gallery/769503783499.jpg,
JoJo Bubble Squeeze Liquid Bubble Gum-40g,40g,Rs. 199.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Lotte Spout Strawberry Bubble Gum-7's,7's,Rs. 40.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Yummy Gummy Bubble Gum Strip,,Rs. 55.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mentos White Tutti Fruitti Chewing Gum-8 Pcs,8 Pcs,Rs. 360.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Mentos 3D Strawberry Sugarfree Gum-5 Pcs,5 Pcs,Rs. 225.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
JoJo Ting Zing Grape Powder Gum-40g,40g,Rs. 150.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Taste Factory Oxydents Ice Winter Fresh Chewing Gum-8 Pcs,8 Pcs,Rs. 85.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Taste Factory Oxydents Redberry Mint Chewing Gum-8 Pcs,8 Pcs,Rs. 85.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Taste Factory Oxydents Spearmint Chewing Gum-8 Pcs,8 Pcs,Rs. 85.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Taste Factory Oxydents Peppermint Chewing Gum-8 Pcs,8 Pcs,Rs. 85.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Fusion Banana With Orange Fruit Bubble Gum-16g,16g,Rs. 90.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
Taste Factory Chewels Berry Punch Sugar Free Gum-12 Pcs,12 Pcs,Rs. 199.00,Chips And Snacks,Bubble Gum Mints,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
