product_name,discounted_price,original_price,product_url,image_url
Dettol Skin Care Bundle Soap 1,560,560,https://www.rahimstore.com/product/24457,https://www.rahimstore.com/img/products/035/24457.jpg?1762019980
Dettol Cooling Sensation Soap,190,190,https://www.rahimstore.com/product/24458,https://www.rahimstore.com/img/products/035/24458.jpg?1762019980
Dettol Cooling Sensation Soap,150,150,https://www.rahimstore.com/product/24459,https://www.rahimstore.com/img/products/035/24459.jpg?1762019980
Dettol Cooling Sensation Bundl,560,560,https://www.rahimstore.com/product/24461,https://www.rahimstore.com/img/products/035/24461.jpg?1762019980
Dettol Fresh Odour Lemon Soap,150,150,https://www.rahimstore.com/product/24465,https://www.rahimstore.com/img/products/035/24465.jpg?1762019980
Dettol Skin Care Refill Hand W,645,645,https://www.rahimstore.com/product/24466,https://www.rahimstore.com/img/products/036/24466.jpg?1762019980
Dettol Lemon Fresh Bundle Soap,560,560,https://www.rahimstore.com/product/24472,https://www.rahimstore.com/img/products/035/24472.jpg?1762019980
Sunsilk Black Shine Shampoo 36,720,750,https://www.rahimstore.com/product/24526,https://www.rahimstore.com/img/products/038/24526.jpg?1762019980
Sunsilk Black Shine Shampoo 18,430,450,https://www.rahimstore.com/product/24527,https://www.rahimstore.com/img/products/038/24527.jpg?1762019980
Sunsilk Black Shine Conditione,460,480,https://www.rahimstore.com/product/24528,https://www.rahimstore.com/img/products/039/24528.jpg?1762019980
Sunsilk Thick Long Shampoo 680,"1,240.00",1300,https://www.rahimstore.com/product/24531,https://www.rahimstore.com/img/products/038/24531.jpg?1762019980
Sunsilk Thick Long Shampoo 360,720,750,https://www.rahimstore.com/product/24533,https://www.rahimstore.com/img/products/038/24533.jpg?1762019980
Sunsilk Thick Long Cond 180ml,460,480,https://www.rahimstore.com/product/24536,https://www.rahimstore.com/img/products/039/24536.jpg?1762019980
Sunsilk Hair Fall Shampoo 660m,"1,240.00",1300,https://www.rahimstore.com/product/24544,https://www.rahimstore.com/img/products/038/24544.jpg?1762019980
Sunsilk Hair Fall Shampoo 360m,720,720,https://www.rahimstore.com/product/24545,https://www.rahimstore.com/img/products/038/24545.jpg?1762019980
Sunsilk Hair Fall Shampoo 185m,430,450,https://www.rahimstore.com/product/24546,https://www.rahimstore.com/img/products/038/24546.jpg?1762019998
Sunsilk Long Healthy Growth Sh,720,750,https://www.rahimstore.com/product/24549,https://www.rahimstore.com/img/products/038/24549.jpg?1762019998
Sunsilk Long Healthy Shampoo 1,420,420,https://www.rahimstore.com/product/24552,https://www.rahimstore.com/img/products/038/24552.jpg?1762019998
Pantene Anti Hair Fall Conditi,450,450,https://www.rahimstore.com/product/24557,https://www.rahimstore.com/img/products/039/24557.jpg?1762019998
Pantene Goodbye Summer Frizz C,760,760,https://www.rahimstore.com/product/24558,https://www.rahimstore.com/img/products/039/24558.jpg?1762019998
Loreal Colour Protect Shampoo,440.02,499,https://www.rahimstore.com/product/24559,https://www.rahimstore.com/img/products/038/24559.jpg?1762019998
Loreal Color Protect Condition,519,519,https://www.rahimstore.com/product/24560,https://www.rahimstore.com/img/products/038/24560.jpg?1762019998
Loreal Dream Long Keratin Sham,440.02,499,https://www.rahimstore.com/product/24569,https://www.rahimstore.com/img/products/038/24569.jpg?1762019998
Loreal Dream Long Keratin Sham,779,879,https://www.rahimstore.com/product/24570,https://www.rahimstore.com/img/products/038/24570.jpg?1762019998
Loreal Dream Long Keratin Stra,450.02,519,https://www.rahimstore.com/product/24571,https://www.rahimstore.com/img/products/039/24571.jpg?1762019998
Palmolive Intensive Moisture S,"1,075.00",1150,https://www.rahimstore.com/product/24572,https://www.rahimstore.com/img/products/038/24572.jpg?1762019998
Lifebuoy Herbal Shampoo 650ml,"1,095.00",1150,https://www.rahimstore.com/product/24573,https://www.rahimstore.com/img/products/038/24573.jpg?1762019998
Lifebuoy Herbal Strong Shampoo,620,620,https://www.rahimstore.com/product/24574,https://www.rahimstore.com/img/products/038/24574.jpg?1762019998
Lifebuoy Herbal Shampoo 175ml,360.01,370,https://www.rahimstore.com/product/24575,https://www.rahimstore.com/img/products/038/24575.jpg?1762019998
Lifebuoy Silky Soft Shampoo 17,360.01,370,https://www.rahimstore.com/product/24577,https://www.rahimstore.com/img/products/038/24577.jpg?1762019998
Lifebuoy Amla Reetha Nat.lsham,360.01,370,https://www.rahimstore.com/product/24578,https://www.rahimstore.com/img/products/038/24578.jpg?1762019998
Lifebuoy Amla Reetha Nat.l Sha,595.01,620,https://www.rahimstore.com/product/24579,https://www.rahimstore.com/img/products/038/24579.jpg?1762019998
Lifebuoy Naturally Strong Sham,360.01,370,https://www.rahimstore.com/product/24580,https://www.rahimstore.com/img/products/038/24580.jpg?1762019998
Loreal Hyaluron Moisuture Sham,845,949,https://www.rahimstore.com/product/24581,https://www.rahimstore.com/img/products/038/24581.jpg?1762019998
Loreal Hyaluron Mois.shamp 175,494.98,549,https://www.rahimstore.com/product/24582,https://www.rahimstore.com/img/products/038/24582.jpg?1762019998
